,text,emotion_label,stress_label
25259,akhir minggu ini seru banget jujur aja sama keluarga,happy,0.06
25260,rasanya pengen marah terus sih tadi pagi,angry,0.74
25261,lagi baca berita sambil santai agak random sih waktu malam,neutral,0.23
25262,geram banget sama pelayanan tadi sumpah bareng temen sama dia,angry,0.73
25263,makan favorit hari ini bikin bahagia tapi yaudahlah di kampus sendiri,happy,0.13
25264,ngerasa sendirian akhir akhir ini tapi yaudahlah di kampus sama dia,sad,0.72
25265,hari ini ga ada hal spesial banget asli waktu malam sama dia,neutral,0.28
25266,sekarang lagi nonton youtube hari ini tadi pagi sama temen kantor,neutral,0.28
25267,capek sih tapi puas hasilnya bagus serius bareng temen sama temen kantor,happy,0.25
25268,cuaca hari ini lumayan panas bareng temen sendiri,neutral,0.4
25269,bingung dan takut ambil keputusan tapi yaudahlah pas perjalanan sama dia,anxious,0.84
25270,makasih ya udah bikin hariku lebih baik tapi yaudahlah sama temen kantor,happy,0.1
25271,bingung dan takut ambil keputusan dari tadi kepikiran bareng temen,anxious,0.93
25272,kepikiran banyak hal sampai susah tidur dan kepikiran terus waktu malam,anxious,0.8
25273,udah sabar tapi masih dibohongin dan kepikiran terus tadi pagi sendiri,angry,0.83
25274,rasanya sedih banget akhir akhir ini dan kepikiran terus sama keluarga,sad,0.79
25275,deg degan nunggu hasil pengumuman hari ini pas perjalanan sendiri,anxious,0.72
25276,besok ada jadwal meeting rutin dan kepikiran terus bareng temen,neutral,0.25
25277,lagi duduk sambil denger musik sih bareng temen sendiri,neutral,0.35
25278,geram banget sama pelayanan tadi dari tadi kepikiran tadi pagi sama dia,angry,0.91
25279,lagi duduk sambil denger musik sumpah di kampus sama dia,neutral,0.31
25280,hari ini biasa aja seperti biasanya agak random sih di kampus sendiri,neutral,0.22
25281,kenapa sih harus bikin masalah terus banget bareng temen sama keluarga,angry,0.89
25282,anxious banget sebelum meeting tadi dan kepikiran terus di rumah sama dia,anxious,0.95
25283,ngerasa sendirian akhir akhir ini serius waktu malam sama keluarga,sad,0.74
25284,bingung dan takut ambil keputusan banget di kampus sama dia,anxious,0.84
25285,kesel banget sama orang yang ga tepat waktu sih sama temen kantor,angry,0.65
25286,sekarang lagi nonton youtube pas perjalanan sama keluarga,neutral,0.2
25287,marah banget karena kerjaan berantakan hari ini di kampus sama temen kantor,angry,0.91
25288,seneng banget hari ini ketemu temen lama hari ini waktu malam sama keluarga,happy,0.1
25289,habis beresin kamar dan lanjut kerja tapi yaudahlah tadi pagi sama temen kantor,neutral,0.25
25290,cuaca hari ini lumayan panas serius pas perjalanan sama temen kantor,neutral,0.36
25291,udah sabar tapi masih dibohongin wkwk pas perjalanan sama temen kantor,angry,0.84
25292,besok ada jadwal meeting rutin wkwk di kantor sama keluarga,neutral,0.32
25293,tadi pagi pergi sebentar ke minimarket serius sendiri,neutral,0.34
25294,akhir akhir ini overthinking terus tapi yaudahlah sama keluarga,anxious,0.79
25295,takut gagal di presentasi besok dari tadi kepikiran sama dia,anxious,0.79
25296,takut gagal di presentasi besok jujur aja bareng temen sendiri,anxious,0.82
25297,dapat kabar baik dari keluarga tadi pagi sumpah waktu malam,happy,0.25
25298,bingung dan takut ambil keputusan hari ini di kampus sama dia,anxious,0.93
25299,hari ini ga ada hal spesial dan kepikiran terus di kampus,neutral,0.4
25300,masih susah move on dari kejadian itu dan kepikiran terus pas perjalanan sama dia,sad,0.78
25301,masih susah move on dari kejadian itu jujur aja tadi pagi,sad,0.84
25302,tadi pagi pergi sebentar ke minimarket padahal udah coba santai bareng temen sama keluarga,neutral,0.4
25303,rasanya pengen marah terus dan kepikiran terus di kantor sama keluarga,angry,0.9
25304,hari ini ga ada hal spesial banget waktu malam sendiri,neutral,0.38
25305,lagi baca berita sambil santai hari ini,neutral,0.34
25306,emosi lihat komentar orang tadi wkwk di kantor sama keluarga,angry,0.71
25307,lagi duduk sambil denger musik tapi yaudahlah di rumah sama temen kantor,neutral,0.44
25308,rasanya gugup terus hari ini pas perjalanan sama keluarga,anxious,0.71
25309,hari ini ga ada hal spesial dari tadi kepikiran pas perjalanan sama keluarga,neutral,0.3
25310,makan favorit hari ini bikin bahagia banget di kantor sama dia,happy,0.05
25311,marah banget karena kerjaan berantakan sumpah tadi pagi sama keluarga,angry,0.92
25312,anxious banget sebelum meeting tadi jujur aja sama dia,anxious,0.96
25313,khawatir sama kondisi sekarang padahal udah coba santai bareng temen sama keluarga,anxious,0.97
25314,baru selesai makan siang tadi jujur aja bareng temen sama dia,neutral,0.31
25315,kepikiran banyak hal sampai susah tidur sumpah di kampus sama keluarga,anxious,0.72
25316,malam ini kepikiran terus jadi sedih padahal udah coba santai sama dia,sad,0.74
25317,rasanya sedih banget akhir akhir ini hari ini di rumah sama temen kantor,sad,0.7
25318,bingung dan takut ambil keputusan agak random sih di kantor sendiri,anxious,0.92
25319,malam ini kepikiran terus jadi sedih wkwk sama dia,sad,0.75
25320,capek sih tapi puas hasilnya bagus hari ini bareng temen,happy,0.26
25321,akhirnya lolos interview kerja padahal udah coba santai di rumah sama keluarga,happy,0.2
25322,hari ini produktif dan mood bagus dari tadi kepikiran pas perjalanan sama temen kantor,happy,0.14
25323,hari ini berat banget dijalanin wkwk bareng temen sama dia,sad,0.72
25324,lagi baca berita sambil santai banget di kantor sendiri,neutral,0.22
25325,aku cuma pengen istirahat sebentar dan kepikiran terus tadi pagi sama temen kantor,sad,0.75
25326,rasanya gugup terus hari ini dari tadi kepikiran di kampus,anxious,0.94
25327,orang itu bikin emosi banget agak random sih di rumah,angry,0.76
25328,deg degan nunggu hasil pengumuman padahal udah coba santai di kantor sama keluarga,anxious,0.71
25329,kecewa banget sama hasilnya sih sama dia,sad,0.74
25330,kenapa sih harus bikin masalah terus sih pas perjalanan sama dia,angry,0.67
25331,capek ngadepin orang yang egois hari ini bareng temen sama dia,angry,0.7
25332,anxious banget sebelum meeting tadi padahal udah coba santai di kantor sama dia,anxious,0.9
25333,kehilangan semangat buat ngapa ngapain sih di kampus sama keluarga,sad,0.61
25334,kecewa banget sama hasilnya banget di kantor sama temen kantor,sad,0.67
25335,hari ini produktif dan mood bagus agak random sih bareng temen sama keluarga,happy,0.24
25336,emosi lihat komentar orang tadi banget asli tadi pagi sama dia,angry,0.81
25337,sekarang lagi nonton youtube sumpah tadi pagi sama dia,neutral,0.38
25338,kenapa sih harus bikin masalah terus hari ini,angry,0.84
25339,kenapa sih harus bikin masalah terus tapi yaudahlah di rumah sama keluarga,angry,0.87
25340,kehilangan semangat buat ngapa ngapain agak random sih di rumah sama keluarga,sad,0.68
25341,kenapa sih harus bikin masalah terus hari ini di kampus sama keluarga,angry,0.84
25342,capek ngadepin orang yang egois hari ini tadi pagi sama dia,angry,0.83
25343,cuaca hari ini lumayan panas dari tadi kepikiran bareng temen sama keluarga,neutral,0.31
25344,rasanya gugup terus hari ini banget di kampus sama dia,anxious,0.76
25345,kenapa sih harus bikin masalah terus dan kepikiran terus pas perjalanan sendiri,angry,0.69
25346,kenapa sih harus bikin masalah terus jujur aja tadi pagi,angry,0.82
25347,kesel banget sama orang yang ga tepat waktu banget asli waktu malam,angry,0.69
25348,capek ngadepin orang yang egois agak random sih di rumah sama temen kantor,angry,0.91
25349,khawatir sama kondisi sekarang serius di kampus sama temen kantor,anxious,0.9
25350,tadi pagi pergi sebentar ke minimarket bareng temen sendiri,neutral,0.23
25351,habis beresin kamar dan lanjut kerja dari tadi kepikiran tadi pagi,neutral,0.24
25352,orang itu bikin emosi banget tapi yaudahlah di rumah sama keluarga,angry,0.77
25353,capek sih tapi puas hasilnya bagus banget asli sendiri,happy,0.13
25354,khawatir sama kondisi sekarang hari ini pas perjalanan,anxious,0.98
25355,capek ngadepin orang yang egois sumpah waktu malam sama temen kantor,angry,0.83
25356,marah banget karena kerjaan berantakan dari tadi kepikiran sama temen kantor,angry,0.77
25357,sekarang lagi nonton youtube tapi yaudahlah,neutral,0.37
25358,orang itu bikin emosi banget dan kepikiran terus tadi pagi sama temen kantor,angry,0.73
25359,malam ini kepikiran terus jadi sedih tapi yaudahlah di kampus sama temen kantor,sad,0.85
25360,udah sabar tapi masih dibohongin padahal udah coba santai di rumah sama dia,angry,0.68
25361,takut gagal di presentasi besok serius bareng temen sendiri,anxious,0.8
25362,akhirnya tugas selesai juga lega banget serius di kantor sendiri,happy,0.08
25363,kepikiran banyak hal sampai susah tidur padahal udah coba santai di rumah sendiri,anxious,0.71
25364,senyum sendiri pas inget kejadian tadi serius di rumah sama keluarga,happy,0.27
25365,rasanya gugup terus hari ini padahal udah coba santai bareng temen sama keluarga,anxious,0.82
25366,hari ini ga ada hal spesial tapi yaudahlah waktu malam,neutral,0.37
25367,hari ini berat banget dijalanin sih waktu malam sama dia,sad,0.8
25368,seneng banget hari ini ketemu temen lama di kampus sama temen kantor,happy,0.17
25369,hari ini ga ada hal spesial sih bareng temen sama dia,neutral,0.43
25370,kehilangan semangat buat ngapa ngapain sih sama keluarga,sad,0.58
25371,akhir akhir ini overthinking terus pas perjalanan,anxious,0.78
25372,capek sama keadaan sekarang jujur aja di kampus sendiri,sad,0.56
25373,makasih ya udah bikin hariku lebih baik banget pas perjalanan sama keluarga,happy,0.29
25374,kepikiran banyak hal sampai susah tidur tapi yaudahlah di rumah sama keluarga,anxious,0.79
25375,makan favorit hari ini bikin bahagia tapi yaudahlah pas perjalanan sama temen kantor,happy,0.22
25376,takut kalau hasilnya jelek serius di kampus,anxious,0.8
25377,seneng banget hari ini ketemu temen lama dan kepikiran terus tadi pagi sendiri,happy,0.16
25378,kecewa banget sama hasilnya sih bareng temen sendiri,sad,0.65
25379,ngerasa sendirian akhir akhir ini padahal udah coba santai sama keluarga,sad,0.81
25380,tadi pagi pergi sebentar ke minimarket banget asli bareng temen sama dia,neutral,0.28
25381,akhir minggu ini seru banget dan kepikiran terus bareng temen sama dia,happy,0.18
25382,senyum sendiri pas inget kejadian tadi sih di kantor,happy,0.15
25383,makasih ya udah bikin hariku lebih baik sumpah di rumah sama keluarga,happy,0.28
25384,rasanya gugup terus hari ini bareng temen,anxious,0.78
25385,rasanya gugup terus hari ini padahal udah coba santai sama keluarga,anxious,0.95
25386,lagi duduk sambil denger musik wkwk pas perjalanan sama keluarga,neutral,0.37
25387,akhirnya lolos interview kerja banget tadi pagi sama dia,happy,0.26
25388,senyum sendiri pas inget kejadian tadi wkwk pas perjalanan sama temen kantor,happy,0.06
25389,anxious banget sebelum meeting tadi tapi yaudahlah bareng temen sendiri,anxious,0.97
25390,bingung dan takut ambil keputusan dan kepikiran terus tadi pagi sama dia,anxious,0.92
25391,seneng banget hari ini ketemu temen lama dan kepikiran terus,happy,0.12
25392,akhir minggu ini seru banget banget asli bareng temen sama keluarga,happy,0.27
25393,rasanya kosong aja hari ini wkwk di kantor sama dia,sad,0.59
25394,rasanya gugup terus hari ini hari ini tadi pagi sama temen kantor,anxious,0.74
25395,deg degan nunggu hasil pengumuman wkwk waktu malam sama keluarga,anxious,0.85
25396,khawatir sama kondisi sekarang dari tadi kepikiran tadi pagi sama dia,anxious,0.93
25397,kenapa sih harus bikin masalah terus dan kepikiran terus waktu malam sama temen kantor,angry,0.76
25398,rasanya pengen marah terus padahal udah coba santai di kantor sama temen kantor,angry,0.74
25399,takut kalau hasilnya jelek agak random sih di kantor sama keluarga,anxious,0.77
25400,cuaca hari ini lumayan panas sumpah,neutral,0.41
25401,geram banget sama pelayanan tadi sih di kampus sama dia,angry,0.74
25402,capek sih tapi puas hasilnya bagus bareng temen sama keluarga,happy,0.1
25403,tadi pagi pergi sebentar ke minimarket jujur aja di rumah sendiri,neutral,0.28
25404,capek ngadepin orang yang egois waktu malam sendiri,angry,0.94
25405,rasanya gugup terus hari ini di kampus,anxious,0.78
25406,hari ini berat banget dijalanin sih pas perjalanan sama keluarga,sad,0.71
25407,akhirnya tugas selesai juga lega banget banget waktu malam sama dia,happy,0.29
25408,kehilangan semangat buat ngapa ngapain padahal udah coba santai waktu malam sama dia,sad,0.76
25409,kepikiran banyak hal sampai susah tidur dan kepikiran terus waktu malam sendiri,anxious,0.78
25410,capek ngadepin orang yang egois agak random sih pas perjalanan sama keluarga,angry,0.71
25411,lagi duduk sambil denger musik di rumah sama dia,neutral,0.27
25412,rasanya sedih banget akhir akhir ini serius di rumah,sad,0.83
25413,bingung dan takut ambil keputusan dan kepikiran terus di rumah sama dia,anxious,0.83
25414,ngerasa sendirian akhir akhir ini sumpah tadi pagi sendiri,sad,0.57
25415,besok ada jadwal meeting rutin hari ini di kantor sama temen kantor,neutral,0.22
25416,anxious banget sebelum meeting tadi banget asli di kantor sama dia,anxious,0.87
25417,udah sabar tapi masih dibohongin waktu malam sama dia,angry,0.68
25418,cuaca hari ini lumayan panas dari tadi kepikiran di rumah sama dia,neutral,0.26
25419,bingung dan takut ambil keputusan serius pas perjalanan sama keluarga,anxious,0.9
25420,akhir minggu ini seru banget dari tadi kepikiran tadi pagi sama dia,happy,0.15
25421,hari ini biasa aja seperti biasanya waktu malam sama keluarga,neutral,0.37
25422,hari ini produktif dan mood bagus jujur aja di kampus sama temen kantor,happy,0.11
25423,rasanya pengen marah terus wkwk sama keluarga,angry,0.72
25424,sekarang lagi nonton youtube sih sendiri,neutral,0.21
25425,habis beresin kamar dan lanjut kerja jujur aja di rumah sendiri,neutral,0.22
25426,kehilangan semangat buat ngapa ngapain dan kepikiran terus di rumah sama dia,sad,0.76
25427,habis beresin kamar dan lanjut kerja sih tadi pagi sama temen kantor,neutral,0.39
25428,aku cuma pengen istirahat sebentar hari ini waktu malam sama dia,sad,0.7
25429,baru selesai makan siang tadi dari tadi kepikiran pas perjalanan sama temen kantor,neutral,0.38
25430,anxious banget sebelum meeting tadi banget asli waktu malam sama dia,anxious,0.92
25431,cuaca hari ini lumayan panas serius sama temen kantor,neutral,0.35
25432,malam ini kepikiran terus jadi sedih tapi yaudahlah bareng temen sama dia,sad,0.79
25433,akhir minggu ini seru banget padahal udah coba santai di kampus,happy,0.21
25434,udah sabar tapi masih dibohongin sih pas perjalanan,angry,0.92
25435,capek ngadepin orang yang egois dari tadi kepikiran bareng temen sama dia,angry,0.89
25436,kesal banget hari ini sumpah bareng temen sama keluarga,angry,0.77
25437,rasanya pengen marah terus dan kepikiran terus sama temen kantor,angry,0.81
25438,akhir minggu ini seru banget hari ini di kantor sama temen kantor,happy,0.12
25439,udah sabar tapi masih dibohongin sih di rumah sama keluarga,angry,0.82
25440,kenapa sih harus bikin masalah terus hari ini di kampus sama keluarga,angry,0.94
25441,hari ini ga ada hal spesial tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.35
25442,kepikiran banyak hal sampai susah tidur jujur aja tadi pagi sama keluarga,anxious,0.83
25443,besok ada jadwal meeting rutin hari ini sama temen kantor,neutral,0.22
25444,anxious banget sebelum meeting tadi dan kepikiran terus sama temen kantor,anxious,0.88
25445,geram banget sama pelayanan tadi wkwk di kantor,angry,0.82
25446,rasanya kosong aja hari ini jujur aja di kampus sama dia,sad,0.6
25447,besok ada jadwal meeting rutin banget asli tadi pagi sama keluarga,neutral,0.23
25448,malam ini kepikiran terus jadi sedih wkwk waktu malam sama dia,sad,0.71
25449,akhir akhir ini overthinking terus banget asli pas perjalanan sama temen kantor,anxious,0.71
25450,udah sabar tapi masih dibohongin dan kepikiran terus pas perjalanan sama temen kantor,angry,0.94
25451,rasanya gugup terus hari ini agak random sih pas perjalanan sama keluarga,anxious,0.78
