clean_text,emotion_label,stress_label
tonton film kak tonton miracle cell no coba dengar podcast sedih kak,neutral,0.32
selamat pagi semangat giat havee nicee dayy,happy,0.14
direct message marah tidak,neutral,0.28
denise sedih tinggal kakak kakak,sad,0.55
kubu daun anis rakyat tidak bodoh tolol,angry,0.93
seram banget ego tambah bego parah tidak paham the tag mereka tertawa lucu hihi ego full kayak seram bbuanget,anxious,0.71
pelihara kota tidak mampu bangun kota,neutral,0.39
sa tidak pernah henti geleng lihat dokter pakai tiktot rawan buat bodoh multitafsir platform tidak semua mahir tempat tata ekspektasi orang ranah publik,neutral,0.29
jual app premium netflix spotify disney viu iqiyi wetv youtube hbo go hari bulan payment via ovo gopay spay dana full garansi affordable price trusted oh jangan ragu direct message ya,neutral,0.36
tidak punya sayang sedih fan man utd sedih sedih,sad,0.69
offer takut mending kasih harga pas,anxious,0.71
sumpah marah kecewa daddy,angry,0.96
jual sepi banget,sad,0.56
yellow iya pas sedih lucu viva vida tidak terlalu,sad,0.73
iya ya kayak kaget tidak sih sedih senang,neutral,0.22
tim baku hantam lucu wwk tidak ketemu tetangga jodoh korea ngeri sedap baku hantam pedepokan dubai tadi mesra,happy,0.16
tidak biasa banget pekan suami bangun pagi jogging tawar makan langsung beli sarap bareng kesambet,anxious,0.77
mental biasa instan hilang sukses butuh proses bareng progress trofi bonus salam proses bangun tim solid kecewa kalah gagal wajar jalan badai,neutral,0.35
simpan permanen jam sore tanggal februari jam sore data foto ubah simpan permanen saran isi data unggah foto tinggal simpan permanen tidak panik,neutral,0.33
lucu banget nona kolaborasi twibbon ya terima kasih ya nona have nice day semangat event,happy,0.0
tetap tonton film baru spider man venom tunggu blu ray legal streamnya ya bebas bioskop takut tidak masalah tonton hype redah tidak mau spoiler tebar,anxious,0.79
sabar sabar jangan emosi,angry,0.98
takut,anxious,0.83
terkadang marah bingung sedih ceria kenal sadar sesuai kerumun orang warna warni ceria pupuk warna hitam putih abu,sad,0.52
anjing enak banget,neutral,0.24
ojek online lali ngemil ceria by,happy,0.06
event jam semangat ku gebu gebu jangan sampai abu,happy,0.17
tonton drama mama kiss scene panik,anxious,0.81
parah bangsat banget ya plonga plongo dongok beleng bangsat cristiano ronaldo makan menghiaap darah orang nyawa orang,angry,0.9
dengar ceramah ustaz pasal riak pergi rumah orang nak salat sunat takut riak terus salat jangan tinggal ranah tinggal salat ranah riak riak,neutral,0.34
tonton rumah awokao lucu takut sedih kalut,anxious,0.76
dubai istimewa,neutral,0.28
enak kerja woi duit langit,angry,0.93
sedih banget emis orang duh,sad,0.75
gara osd ceramah ks otak gue ngiang bayang takut gue simpan gue begitu gue orang tua gue laku emak gue korban bikin sedih trauma bekas bikin,anxious,0.86
pacar suka hilang ilangan kabar kadang ngilangnya hari hilang putus kah jujur lelah banget sayang,sad,0.66
grogi bodoh,anxious,0.82
takut anjir,anxious,0.76
lucu benar takut,anxious,0.85
eh denise gue bangun tidur kabar kayak apa baik denise,neutral,0.25
kadrun ngebet lengser jokowi tidak bisa kerja situasi daerah khusus ibukota moral meni tidak bisa lengser presiden prestasi tetap standard pimpin negara satu republik indonesia,neutral,0.29
main bareng tidak kaget,neutral,0.36
kangen kee kabar,neutral,0.38
both puas bahagia,sad,0.72
allah hendak baik allah timpa musibah uji coba bukhari,neutral,0.33
gue benci mana gue suka orang orang akan hindar,angry,1.0
bagus marah,angry,0.87
hapus gelisah,neutral,0.35
malu,anxious,0.86
hebat mantap,happy,0.1
tidak kaget tau dukung gubernur kafir,angry,0.96
kasihan banget ya ketemu cowok kayak tidak ganteng suka curiga cemburu lucu,sad,0.72
eh ist tidak ada kabar apa tidak mau kabar,neutral,0.35
hai kak semangat ya tidak perlu khawatir janani mata,happy,0.19
gs astra pilih utama produsen kendara motor indonesia oem quality jangan ragu beli produk gs astra ya,happy,0.1
tolong jangan benci fany fany tidak makan orang,angry,0.95
pagi bikin emosi,angry,0.96
aib bodoh aib muncul tindak keji jangan kamu sembunyi cara telaah anak perempuan tempeleng tuju sikap bungkam lapor polisi lantas beda,angry,0.88
kapal benar karamm bahagia jalan sayonara,sad,0.69
please jangan buat emosi ya pagi pagi he homophobic,angry,0.93
asli malu malu orang indonesia tolol rep latah cilukba pakai huruf hijaiyah ngntd ganti huruf pakai salib tiktok filipin fyp repnya ngtd dasar goblogg tren tiktok ter tolol,angry,0.99
percaya diam diam orang benci bicara buruk,neutral,0.26
salah bang gue lihat retweet pagi auto kesal baca twit mutajir gue pekan cerah kesal emak bangun tidur jangan langsung buka twitter,angry,0.87
alhamdulillah selamat senderr semangat,happy,0.09
ayo cek koleksi temu angry draken unik nftindonesiamendunia merketplace skin normal eth,neutral,0.29
nikmat asli jarang kabar kadang teman musuh teman mabuck kesal,angry,0.9
keren semangat,happy,0.03
hukum bangsat bangsat,angry,0.89
makji aktif otomatis harap saldo kaget sadar akun lapak makji gaib nimbrung ngeramein,neutral,0.32
iya takut kendala eh kena hnr,anxious,0.89
puas banget,happy,0.15
fan manchester united sedih jangan semangat ya alami kayak football manajer lucu,sad,0.73
enak pagi,happy,0.13
tidak ada kelas sepi,sad,0.61
sedih anak biologi dgimanain ya tau kena omicron bukan,sad,0.78
semangat anggun pulang jam sore bimbel kali minggu,happy,0.02
iya aduh kea takut banget tb beli tiket korea benar,anxious,0.79
jalan sepi banget kerja ku tok po,neutral,0.34
jaehyun jungwoo bawa tertawa bahagia jungwoo diam jaehyun cubit pipi nepokin pantat jungwoo,happy,0.16
enak banget,happy,0.1
kak isvaya nderr ragu cek profiles flipbook langsung direct message charie ya,neutral,0.36
malu banget kesan kayak orang kasihan kesini tolong orang orang jaga jarak jaga pandang omong ya pdku drop,anxious,0.77
sepi,sad,0.71
musik sedih,sad,0.7
orang orang suka jujur percaya cinta hormat khalifah ali bin abi thalib,neutral,0.28
pagi om moga sehat minum kopi om enak tidak ada beban lihat kiri kanan lihat orang curiga,happy,0.02
ya suka kaget luka cakar kucing kadang tidak ingat pas elus kaki luka lintang cakar kucing pagi gede banget anjir fix kucing gede,anxious,0.88
sedih dapatin prio rest,sad,0.55
alamak takut kali,anxious,0.74
is astaga beneh mencok kakak santap is asin enak jua gaknya sabar len buka puasa,happy,0.1
pp butuh epha app prem murah fastrespon suka kasih promo opres batch full member intip pl banget rep ketuk direct message,neutral,0.28
bukan cuma orang tua motivasi hidup cileng hidup cerah teens shieren,happy,0.11
bangun tidur sedih,sad,0.69
gaji guru honorer sejahtera kerja penuh suruh pindah jabar,neutral,0.38
takut enak takut dilanjutin hidung belang,anxious,0.86
tidak semangat gara gara selamat pagi sayang,sad,0.65
lucu ww kadang larang nyanyi kepede dlasal bunyi bunyi bahagia,happy,0.07
kayak tidak ada tidak sih jangan accept order harap palsu tidak mau kacang ijoo mau tausaa,anxious,0.78
cuci tumpuk gara hujan malam untung cuaca cerah,neutral,0.28
gaduh timbul efek demo bersilit silitnya tidak hilang marah kecewa jebul sing dukung dadi menteri,angry,0.91
benci sekolah,angry,0.87
lucu kaget tur adooh,anxious,0.71
alhamdulillah cepat banget sembuh take rest angel senang banget sayang sedih edit al menang,happy,0.13
tidak menang sedih angin mata air miss,sad,0.51
mgespace ya,neutral,0.3
iya benci banget atur tidak jelas kayak huhu,angry,0.98
aliah bukan tak bodoh ide tukar bidang sistem haywire sis pegang,neutral,0.29
baju tengah lagu pinjam gitar gitaris main takut banget,anxious,0.84
suka kadang asa bicara dahyun banget dahyun ragu ragu,anxious,0.7
ganti kerja enak,neutral,0.22
tidak jadi deng pas kota teman orang tiket iya tidak sih,neutral,0.22
pokok traveler hidup bahagia paimon,happy,0.16
boyong engkau pepatah datang kemari tumpah pesan gerigi serak pesan rotasi pasti pedoman tuju,neutral,0.26
oh kira alergi suka banget enak gantung jual ya kadang suka amis,neutral,0.31
suka banget main twit random by the way makasii sender bikin tertawa,happy,0.19
ayo nder lirik mootsnya khawatir by the way thread jual ya nder,neutral,0.35
kecewa,sad,0.67
bolos takut kena congorna,neutral,0.21
senang benda ah study budu ah,happy,0.17
maksud lo ajak ribut matcha enak banget oi,angry,0.92
pikir baba tidak ikut malu banget anjing deng malu lucu,anxious,0.81
lucu nderr santai jaehyun teman rl ku maki galakun cowok model ah,neutral,0.23
sakit perut bikin mering,neutral,0.4
fh open no fee no target direct message,neutral,0.23
wta biar kayak normal uang,neutral,0.27
goblok goblok buibu tetangga gresik kemarin miris komunitas bego nan tolol tergaenak gue alami tahun,angry,0.95
video taehyun favorit galeri sedih lihat video bikin moodku baik kayak magic pokok pas tonton auto senyum kepala goyang terima kasih edit tyunie gemas banget,happy,0.04
bahagia turut tidur,happy,0.1
patut tidak tapi kadang bodoh orang tidak tahu tetap pergi,sad,0.57
perahu sedia payung sedia tunggu hujan langit mak aji sayang oi,neutral,0.38
bodoh ya bodoh jangan ajak ajak,angry,0.91
tidak usah mewek pepatah rengkuh dayung renang renang,neutral,0.26
tidak tolol moga orang tua sehat lancar rejeki biar tidak usah ngandelin saudara kayak anjing,angry,0.87
marah malas,angry,0.86
call kena marah duit hutang,angry,0.87
hihi semangat kakak bikin au tulis kakak bagus bagus banget,happy,0.15
kaget lihat,anxious,0.78
hubung keluarga mertua oke je xde isu tegur je ipar duai je orang kali kisah orang suka jangan sibuk pasal hidup orang jangan campur urus orang adu pasal rumah tangga layan je,neutral,0.29
happy birthday jiann adik gantengkuu gemas lucu kuat perkasa moga rl charamu kamu sukses bahagia kasih rejeki damai hidup sayang have wonderful day,happy,0.18
mamah marah marah pagi,neutral,0.26
guru siswa tidur umpet,neutral,0.31
kasih tutup salah kasih musuh engkau asih tuhan tidak lihat manusia tidak dapat kasih,neutral,0.37
sedih banget lupa,sad,0.56
bingung asa pola pikir takut maju menung diam cemas malam masuk dunia virtual nyaman aman tentram tidak mau orang orang erti,sad,0.69
sehat bahagia untuk,happy,0.08
tidak ada semangat hidup,sad,0.74
foto outfit of the day aesthetic mana tantri namirah tampil kece warung bengkel,neutral,0.37
bahagia tanda hidup,happy,0.18
hem imo seni dinikmatin tidak harus kuasa dasar kayak tidak harus paham hukum elektromagnetik main handphone paham hukum aerodinamika ngayuh sepeda and lastly laku tidak rugi orang biar bahagia,happy,0.18
harga orang jangan pernah taruh dendam,neutral,0.4
bismillah yuk semangat pagi,happy,0.11
bilang wkaka takut tidak diboleih,anxious,0.81
babi pergola politik tadbir malaysia geng mahiaddin azmin babi punca marah,neutral,0.29
filter orang orang toxic suka urus hidup orang parah banget ngeri,anxious,0.76
iya amin coba tidak begitu maleman akses tidak banyak jangan panik okeyy,neutral,0.34
halo kakak ofiee suka banget genre au kakak semangat ya nge au jaga sehat jangan lupa baha hai wow senang banget dengar terima kasih ya suka bacaa jangan lup fiecc,happy,0.11
happy birthday valee bahagia,happy,0.0
oh ya gue gue bodoh corences gue tidak minta ya gue mati bunuh gue tidak urus surat takdir gue gue anti vaksin gue anggap corences flu gue gejala gue jauh orang,angry,0.98
mama maaf sayang mama jaga dhyan mama leka maaf sayang cepat sembuh dhyan awak demam adil negeri demam malam tampak awak sedih mama,sad,0.58
tau dengar tidak nyaman ya sop panggil suka kaget ekspresi panggil mbak tidak apa tidak apa biasa,neutral,0.37
makan sumpah merah muda kartu undang warna merah lempar carik kertas musibaha percaya sarah lenyap sahabat lang pelamin betah lajang,neutral,0.31
introvert tidak sama malu takut sosialisasi introvert kayak orang sosialisasi tidak sulit sosialisasi uras energy,neutral,0.25
renjana weh bagus banget baca tamat wattpad cetak tidak begitu suka baca novel reinkarnasi bahasa berat bahasa mudah erti,happy,0.18
pas isi air tidak sengaja tumpah kena kabel refleks teriak biar cepat ambil kabel biar tidak makin kena air kena marah refleks teriak kaget,sad,0.62
tanggal februari tolong jangan aneh aneh ya pas valentine day gue tidak suka scorpio tolong banget,anxious,0.84
subuh tidak suasana hati pas main ml emosi an,angry,0.97
pagi buta sarap nasi chiki boncabe hem perut tidak enak,sad,0.73
tolol kayak titit ngejawab tidak rinci pakar kayak intelligence quotient bicara ateis nebak skrip maki bukan ateis gegar tidak follow akun ateis tebak,angry,0.96
sapa tau bangun kaget,neutral,0.37
oh iya takut banget usus mata colok badan potong tangga,anxious,0.85
yess tidak sepi,happy,0.2
kirim jancuks bau marah,angry,0.96
iya ciwi ciwi turun takut,anxious,0.76
luci aww malu lucu,happy,0.01
kali natural killer tegak please lai selai adil negeri kena bayar,neutral,0.35
tidak sih kayak datengnya malam anjing biar menang overthinknya enak jangan pagi pagi setann,angry,0.96
sepi proses benah bukan mereka jauh diri filter orang orang layak hidup sama,neutral,0.3
emosi tidak ada kontrol ujung kalah bilang maaf,angry,0.89
ayo mam reonnya marah,anxious,0.74
subuh galau kecewa,sad,0.67
sedih banget hancur jujur sakit beet jangan bicara mamak sn bicara,sad,0.52
sedih tidak apa ngabarin fan ya tidak khawatir banget tinggal hilang,sad,0.53
marah sedih,sad,0.51
tidak ada barusan banget jatohin pot bunga ayah marah duduk santai pot bunga,sad,0.58
lucu gue ayo semangat pantang mundur,happy,0.16
tau malu ya ih,sad,0.53
tunggu banget malam lihat konflik tunggu banget malam lihat tulis baru suka muncul opening,happy,0.09
sedih lega bye,sad,0.56
golek bubur isuk enak toke malas gerak men adem lucu gue,happy,0.06
sungguh diri cinta allah sikap lemah lembut tidak mudah marah muslim,neutral,0.25
lucu sedih sangat nih fren kongsi boboy,sad,0.66
perintah suami tidak langgar syariat hormat tidak tolol islam orang pikir,angry,0.91
coklat request lyodra pesan auto rj,neutral,0.34
terang enak ya mas bonus tidak gede,happy,0.04
cerah banget,happy,0.1
uaa naf terima kasih wowkwow pasti,happy,0.18
cantik goodbye lagu debut chen gara tau fannya tau nikah anak tinggal fan fake sayang goodbye lagu hidup normal kayak orang shit gue gak tau kangen rindu berat,neutral,0.34
hidup nikmai kawan,neutral,0.39
hai kak maaf alam ya kait muncul pop up layar handphone saran cek setting cek pesan siar off kendala saran lepas pasang kartu coba ya salam nay,neutral,0.22
gue kaget pc gue on the way ina maybe ukur kolektor gue gabung pc grup ya pc grup,neutral,0.38
sekolah ilmu komunikasi politik banget tidak suka ih hinaa banget,sad,0.79
nu jiga jahat jaka sembung,neutral,0.33
positip takut cewek jealous kah bukan jennie,anxious,0.84
surup main tempat sepi,anxious,0.72
jaga komunikasi teman nikah pas ngechat aku kabar eh nikah jawab senyum ujung tidak balas,neutral,0.36
semangat aktivis rpw,happy,0.15
nyeremin pas razia dada pas bawa bedak tbs tidak murah panik sita iya tidak sudi tidak kembali untung tidak tahu,anxious,0.86
takut mak marah kemas rumah,anxious,0.88
sepi banget,neutral,0.25
suka banget lagu bangtan film out enak banget telinga tidak jangan lupa streaming platform musik ya yt pilih for for at the,happy,0.13
tuli tulis nama rakyat juta,neutral,0.33
semangat juang receh pasar,happy,0.13
tetua kampung cerita wabah kolera serang orang tinggal kubur penuh hmpr rakyat tinggal wabah banding cerita orang tinggal kampung normal tidak ada lonjak hapus status pandemi,neutral,0.3
halo siang min tidak bisa pesan tiket ku rumah gojek alas kota tidak ada situ ya kecewa banget,sad,0.78
ngezoom banget gambar kaget,anxious,0.76
sedih ya lucu mangats,happy,0.15
sayang sedih sedih,sad,0.59
cerah,happy,0.02
respect mu tahan tim tebaik bornmounth adu penalti lucu,neutral,0.21
tidak begitu takut gue virus sungguh sangat percaya benar alhamdulillah sehat,anxious,0.75
kayak tidak usah serius kali,neutral,0.39
banget jaket varsity eh tau kasih jaket keren alhamdulillah rezeki anak saleh,happy,0.2
bodoh,angry,0.87
masyarakat tau gerak gerik bohong jual dalil bangsat provokator hem pecah belah anak bangsa polisi sgr jeblos bui bajing jnj,angry,0.99
iya lulus fh malu sangat tidak tau menyedihkn,angry,0.9
tidak saya tidur cepat tidak bisa tidak tenang kayak tidak boleh tidur kadang suka bangun bangun bangun pusing gara gara begadang mata lelah banget kantong mata hitam banget,anxious,0.79
