text,emotion_label,stress_label
akhirnya lolos interview kerja agak random sih di kantor sama dia,happy,0.28
khawatir sama kondisi sekarang padahal udah coba santai bareng temen sama dia,anxious,0.86
kecewa banget sama hasilnya tadi pagi sama dia,sad,0.57
aku cuma pengen istirahat sebentar dari tadi kepikiran tadi pagi sama dia,sad,0.75
ngerasa sendirian akhir akhir ini dari tadi kepikiran waktu malam,sad,0.64
malam ini kepikiran terus jadi sedih agak random sih di rumah,sad,0.68
takut kalau hasilnya jelek serius tadi pagi sama dia,anxious,0.73
kesel banget sama orang yang ga tepat waktu dari tadi kepikiran tadi pagi,angry,0.86
malam ini kepikiran terus jadi sedih banget di rumah sama keluarga,sad,0.57
hari ini biasa aja seperti biasanya sih sama dia,neutral,0.24
akhirnya lolos interview kerja jujur aja di kantor sama keluarga,happy,0.08
dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran sama dia,happy,0.09
lagi duduk sambil denger musik wkwk waktu malam,neutral,0.43
bingung dan takut ambil keputusan wkwk pas perjalanan sama dia,anxious,0.75
ngerasa sendirian akhir akhir ini jujur aja pas perjalanan sama keluarga,sad,0.59
rasanya gugup terus hari ini serius pas perjalanan sama temen kantor,anxious,0.77
baru selesai makan siang tadi dan kepikiran terus pas perjalanan,neutral,0.32
kesel banget sama orang yang ga tepat waktu padahal udah coba santai waktu malam sama temen kantor,angry,0.73
seneng banget hari ini ketemu temen lama hari ini di rumah,happy,0.08
habis beresin kamar dan lanjut kerja padahal udah coba santai di kantor sama keluarga,neutral,0.39
takut gagal di presentasi besok banget asli pas perjalanan sama keluarga,anxious,0.98
marah banget karena kerjaan berantakan sumpah sama dia,angry,0.67
anxious banget sebelum meeting tadi sih di kantor sama dia,anxious,0.94
senyum sendiri pas inget kejadian tadi tapi yaudahlah sama keluarga,happy,0.22
cuaca hari ini lumayan panas dan kepikiran terus,neutral,0.24
seneng banget hari ini ketemu temen lama sumpah waktu malam sendiri,happy,0.13
bingung dan takut ambil keputusan sih pas perjalanan,anxious,0.76
kecewa banget sama hasilnya waktu malam sama temen kantor,sad,0.76
takut gagal di presentasi besok banget di kampus sama keluarga,anxious,0.83
anxious banget sebelum meeting tadi hari ini waktu malam sama keluarga,anxious,0.92
capek ngadepin orang yang egois sih waktu malam,angry,0.68
ngerasa sendirian akhir akhir ini serius waktu malam,sad,0.83
hari ini biasa aja seperti biasanya banget asli di kampus sama temen kantor,neutral,0.39
hari ini produktif dan mood bagus hari ini bareng temen sama dia,happy,0.1
baru selesai makan siang tadi banget asli waktu malam,neutral,0.31
rasanya kosong aja hari ini sumpah di kantor sama temen kantor,sad,0.6
sekarang lagi nonton youtube tapi yaudahlah di kantor sama keluarga,neutral,0.21
akhir akhir ini overthinking terus dan kepikiran terus di rumah sama temen kantor,anxious,0.92
geram banget sama pelayanan tadi banget asli di kampus sama keluarga,angry,0.85
khawatir sama kondisi sekarang hari ini waktu malam sama keluarga,anxious,0.93
hari ini produktif dan mood bagus sumpah bareng temen sendiri,happy,0.23
lagi baca berita sambil santai dari tadi kepikiran bareng temen sama keluarga,neutral,0.43
khawatir sama kondisi sekarang padahal udah coba santai di kampus sama dia,anxious,0.92
malam ini kepikiran terus jadi sedih agak random sih di rumah sama keluarga,sad,0.83
orang itu bikin emosi banget hari ini di kantor sama temen kantor,angry,0.89
cemas mikirin masa depan serius di rumah sama keluarga,anxious,0.93
rasanya gugup terus hari ini tapi yaudahlah tadi pagi sama keluarga,anxious,0.82
hari ini biasa aja seperti biasanya agak random sih di kantor sama dia,neutral,0.36
senyum sendiri pas inget kejadian tadi banget asli pas perjalanan sama temen kantor,happy,0.06
capek sama keadaan sekarang sih di rumah sama dia,sad,0.82
kesel banget sama orang yang ga tepat waktu jujur aja tadi pagi sama temen kantor,angry,0.69
capek ngadepin orang yang egois padahal udah coba santai tadi pagi sama dia,angry,0.74
hari ini berat banget dijalanin waktu malam sama keluarga,sad,0.75
besok ada jadwal meeting rutin hari ini di kantor sendiri,neutral,0.31
khawatir sama kondisi sekarang hari ini tadi pagi sendiri,anxious,0.71
capek sih tapi puas hasilnya bagus dari tadi kepikiran waktu malam sama keluarga,happy,0.06
aku cuma pengen istirahat sebentar sama keluarga,sad,0.56
akhir minggu ini seru banget jujur aja bareng temen sendiri,happy,0.1
tadi pagi pergi sebentar ke minimarket banget asli,neutral,0.24
senyum sendiri pas inget kejadian tadi dan kepikiran terus di kampus,happy,0.23
akhir minggu ini seru banget sumpah di rumah sama keluarga,happy,0.11
marah banget karena kerjaan berantakan banget di kampus sendiri,angry,0.91
senyum sendiri pas inget kejadian tadi banget bareng temen sama dia,happy,0.11
emosi lihat komentar orang tadi dan kepikiran terus sama keluarga,angry,0.91
udah sabar tapi masih dibohongin hari ini waktu malam sama keluarga,angry,0.84
kenapa sih harus bikin masalah terus hari ini pas perjalanan sendiri,angry,0.73
kesel banget sama orang yang ga tepat waktu wkwk di kampus sama dia,angry,0.94
kesel banget sama orang yang ga tepat waktu dan kepikiran terus waktu malam sama dia,angry,0.82
rasanya pengen marah terus padahal udah coba santai waktu malam sama dia,angry,0.88
orang itu bikin emosi banget dari tadi kepikiran sendiri,angry,0.68
rasanya gugup terus hari ini banget asli di rumah sama dia,anxious,0.87
hari ini produktif dan mood bagus sumpah tadi pagi sama keluarga,happy,0.2
malam ini kepikiran terus jadi sedih serius waktu malam sendiri,sad,0.78
akhir akhir ini overthinking terus wkwk di rumah sama dia,anxious,0.86
senyum sendiri pas inget kejadian tadi padahal udah coba santai sama temen kantor,happy,0.19
geram banget sama pelayanan tadi wkwk sama dia,angry,0.69
capek sih tapi puas hasilnya bagus banget asli di rumah,happy,0.3
akhir minggu ini seru banget padahal udah coba santai tadi pagi sendiri,happy,0.15
habis beresin kamar dan lanjut kerja pas perjalanan sama temen kantor,neutral,0.32
marah banget karena kerjaan berantakan sumpah tadi pagi,angry,0.81
capek sama keadaan sekarang banget waktu malam sama keluarga,sad,0.79
khawatir sama kondisi sekarang tapi yaudahlah bareng temen sama keluarga,anxious,0.86
rasanya pengen marah terus banget bareng temen sama temen kantor,angry,0.95
baru selesai makan siang tadi agak random sih pas perjalanan,neutral,0.26
kepikiran banyak hal sampai susah tidur wkwk pas perjalanan,anxious,0.97
baru selesai makan siang tadi serius di kampus sama keluarga,neutral,0.25
baru selesai makan siang tadi tapi yaudahlah sendiri,neutral,0.32
kesal banget hari ini dari tadi kepikiran tadi pagi sendiri,angry,0.86
deg degan nunggu hasil pengumuman banget tadi pagi,anxious,0.7
cemas mikirin masa depan jujur aja waktu malam,anxious,0.82
baru selesai makan siang tadi sumpah bareng temen sama temen kantor,neutral,0.34
capek sama keadaan sekarang banget asli bareng temen sama temen kantor,sad,0.76
masih susah move on dari kejadian itu wkwk di rumah sama temen kantor,sad,0.77
cemas mikirin masa depan wkwk bareng temen sama keluarga,anxious,0.89
makasih ya udah bikin hariku lebih baik di rumah sendiri,happy,0.27
lagi duduk sambil denger musik agak random sih bareng temen sama keluarga,neutral,0.26
udah sabar tapi masih dibohongin sumpah tadi pagi,angry,0.84
ngerasa sendirian akhir akhir ini wkwk waktu malam sama dia,sad,0.57
akhirnya lolos interview kerja agak random sih bareng temen sama temen kantor,happy,0.25
geram banget sama pelayanan tadi agak random sih tadi pagi sama temen kantor,angry,0.77
hari ini berat banget dijalanin di kampus sendiri,sad,0.56
cuaca hari ini lumayan panas tapi yaudahlah,neutral,0.35
rasanya sedih banget akhir akhir ini serius tadi pagi sama dia,sad,0.57
kehilangan semangat buat ngapa ngapain sumpah di rumah sama keluarga,sad,0.74
hari ini produktif dan mood bagus padahal udah coba santai pas perjalanan sama keluarga,happy,0.1
akhirnya lolos interview kerja sumpah pas perjalanan,happy,0.21
rasanya gugup terus hari ini banget di kampus sama temen kantor,anxious,0.78
kecewa banget sama hasilnya pas perjalanan sendiri,sad,0.64
lagi duduk sambil denger musik sumpah tadi pagi sama temen kantor,neutral,0.44
bingung dan takut ambil keputusan agak random sih di kampus sama temen kantor,anxious,0.93
masih susah move on dari kejadian itu agak random sih bareng temen sendiri,sad,0.75
rasanya kosong aja hari ini dari tadi kepikiran pas perjalanan sendiri,sad,0.73
hari ini berat banget dijalanin sumpah di kantor sama dia,sad,0.65
akhir minggu ini seru banget agak random sih di rumah,happy,0.3
hari ini ga ada hal spesial tapi yaudahlah di kampus,neutral,0.29
hari ini berat banget dijalanin dari tadi kepikiran waktu malam,sad,0.82
tadi pagi pergi sebentar ke minimarket jujur aja bareng temen sama keluarga,neutral,0.34
seneng banget hari ini ketemu temen lama dari tadi kepikiran waktu malam sama keluarga,happy,0.22
kecewa banget sama hasilnya padahal udah coba santai di kantor sama keluarga,sad,0.79
takut kalau hasilnya jelek dari tadi kepikiran pas perjalanan sendiri,anxious,0.83
kenapa sih harus bikin masalah terus dari tadi kepikiran sama keluarga,angry,0.8
masih susah move on dari kejadian itu sih sama temen kantor,sad,0.65
seneng banget hari ini ketemu temen lama sumpah sama dia,happy,0.21
rasanya gugup terus hari ini tapi yaudahlah bareng temen sama temen kantor,anxious,0.92
takut kalau hasilnya jelek banget di rumah sendiri,anxious,0.7
baru selesai makan siang tadi agak random sih tadi pagi,neutral,0.36
akhirnya lolos interview kerja di kampus sama keluarga,happy,0.11
rasanya pengen marah terus sumpah pas perjalanan sama temen kantor,angry,0.73
kepikiran banyak hal sampai susah tidur di rumah sendiri,anxious,0.95
khawatir sama kondisi sekarang serius tadi pagi sendiri,anxious,0.74
hari ini produktif dan mood bagus sih di rumah sendiri,happy,0.16
akhir akhir ini overthinking terus agak random sih sama keluarga,anxious,0.7
rasanya pengen marah terus padahal udah coba santai di kantor sendiri,angry,0.88
baru selesai makan siang tadi serius bareng temen,neutral,0.3
capek sama keadaan sekarang bareng temen sendiri,sad,0.63
rasanya sedih banget akhir akhir ini sih waktu malam sendiri,sad,0.59
besok ada jadwal meeting rutin banget asli di rumah sama keluarga,neutral,0.22
deg degan nunggu hasil pengumuman banget asli bareng temen sama keluarga,anxious,0.86
besok ada jadwal meeting rutin dan kepikiran terus pas perjalanan sama dia,neutral,0.31
marah banget karena kerjaan berantakan dari tadi kepikiran di kantor,angry,0.83
dapat kabar baik dari keluarga tadi pagi padahal udah coba santai tadi pagi sama keluarga,happy,0.12
makasih ya udah bikin hariku lebih baik sih pas perjalanan sama temen kantor,happy,0.25
sekarang lagi nonton youtube hari ini di kampus sama dia,neutral,0.43
ngerasa sendirian akhir akhir ini serius waktu malam sendiri,sad,0.65
capek ngadepin orang yang egois sumpah sama keluarga,angry,0.87
udah sabar tapi masih dibohongin dari tadi kepikiran pas perjalanan sama temen kantor,angry,0.81
kesal banget hari ini sih di kantor sama keluarga,angry,0.78
akhir minggu ini seru banget padahal udah coba santai bareng temen sama dia,happy,0.13
kepikiran banyak hal sampai susah tidur agak random sih tadi pagi sama keluarga,anxious,0.87
hari ini berat banget dijalanin padahal udah coba santai waktu malam sama keluarga,sad,0.66
hari ini berat banget dijalanin sih di kantor sama temen kantor,sad,0.8
geram banget sama pelayanan tadi serius waktu malam,angry,0.82
emosi lihat komentar orang tadi tapi yaudahlah tadi pagi sama keluarga,angry,0.72
kesel banget sama orang yang ga tepat waktu tapi yaudahlah pas perjalanan sama temen kantor,angry,0.95
udah sabar tapi masih dibohongin dan kepikiran terus waktu malam,angry,0.76
rasanya kosong aja hari ini padahal udah coba santai pas perjalanan sama keluarga,sad,0.78
kecewa banget sama hasilnya agak random sih waktu malam sendiri,sad,0.77
kehilangan semangat buat ngapa ngapain waktu malam,sad,0.69
hari ini produktif dan mood bagus hari ini di kampus,happy,0.29
hari ini berat banget dijalanin hari ini di kantor sama dia,sad,0.67
ngerasa sendirian akhir akhir ini dan kepikiran terus waktu malam,sad,0.63
akhirnya tugas selesai juga lega banget tapi yaudahlah di kantor sama keluarga,happy,0.07
geram banget sama pelayanan tadi dari tadi kepikiran tadi pagi,angry,0.69
makasih ya udah bikin hariku lebih baik banget waktu malam sama keluarga,happy,0.17
senyum sendiri pas inget kejadian tadi wkwk bareng temen sendiri,happy,0.07
khawatir sama kondisi sekarang dari tadi kepikiran di rumah sama keluarga,anxious,0.71
seneng banget hari ini ketemu temen lama sih waktu malam sama keluarga,happy,0.12
orang itu bikin emosi banget dari tadi kepikiran waktu malam sendiri,angry,0.85
kepikiran banyak hal sampai susah tidur padahal udah coba santai di kampus sama dia,anxious,0.78
udah sabar tapi masih dibohongin banget asli pas perjalanan,angry,0.72
kecewa banget sama hasilnya padahal udah coba santai di rumah sama temen kantor,sad,0.8
makan favorit hari ini bikin bahagia wkwk waktu malam sama keluarga,happy,0.14
hari ini berat banget dijalanin dari tadi kepikiran tadi pagi,sad,0.84
takut kalau hasilnya jelek jujur aja pas perjalanan sama keluarga,anxious,0.82
rasanya sedih banget akhir akhir ini sih tadi pagi sendiri,sad,0.72
kesal banget hari ini jujur aja waktu malam sama temen kantor,angry,0.88
makasih ya udah bikin hariku lebih baik banget asli sama dia,happy,0.07
seneng banget hari ini ketemu temen lama wkwk di kantor sama temen kantor,happy,0.25
makan favorit hari ini bikin bahagia tapi yaudahlah di rumah sama keluarga,happy,0.23
kenapa sih harus bikin masalah terus sih di rumah sendiri,angry,0.86
akhir akhir ini overthinking terus tapi yaudahlah tadi pagi sama dia,anxious,0.98
rasanya pengen marah terus jujur aja bareng temen,angry,0.93
takut gagal di presentasi besok serius di kantor sendiri,anxious,0.8
rasanya kosong aja hari ini dari tadi kepikiran di rumah sendiri,sad,0.6
masih susah move on dari kejadian itu wkwk waktu malam sendiri,sad,0.71
hari ini ga ada hal spesial sih sama keluarga,neutral,0.4
hari ini ga ada hal spesial jujur aja di kampus sama keluarga,neutral,0.38
besok ada jadwal meeting rutin banget asli,neutral,0.35
besok ada jadwal meeting rutin serius di kampus sama temen kantor,neutral,0.31
capek ngadepin orang yang egois banget tadi pagi sama keluarga,angry,0.77
cuaca hari ini lumayan panas banget asli bareng temen sendiri,neutral,0.39
hari ini biasa aja seperti biasanya padahal udah coba santai pas perjalanan sama keluarga,neutral,0.22
akhirnya lolos interview kerja hari ini pas perjalanan sama keluarga,happy,0.08
besok ada jadwal meeting rutin banget asli di kantor sama keluarga,neutral,0.42
hari ini ga ada hal spesial banget asli bareng temen sama dia,neutral,0.44
udah sabar tapi masih dibohongin serius sendiri,angry,0.85
geram banget sama pelayanan tadi serius bareng temen sama dia,angry,0.95
kesel banget sama orang yang ga tepat waktu sih sendiri,angry,0.87
ngerasa sendirian akhir akhir ini waktu malam sama temen kantor,sad,0.59
hari ini produktif dan mood bagus jujur aja di rumah sama keluarga,happy,0.09
kenapa sih harus bikin masalah terus serius di kampus sama keluarga,angry,0.91
bingung dan takut ambil keputusan jujur aja di rumah,anxious,0.88
ngerasa sendirian akhir akhir ini dari tadi kepikiran tadi pagi sama dia,sad,0.6
kesal banget hari ini wkwk di kantor sama keluarga,angry,0.75
kesal banget hari ini dan kepikiran terus di rumah sama temen kantor,angry,0.9
udah sabar tapi masih dibohongin sih di rumah,angry,0.85
dapat kabar baik dari keluarga tadi pagi serius pas perjalanan,happy,0.17
masih susah move on dari kejadian itu banget asli sama temen kantor,sad,0.57
dapat kabar baik dari keluarga tadi pagi hari ini bareng temen sama dia,happy,0.21
